id,ontological_category,semanticfield,description,name,Kinship2,Number,Clothing,Speech,Time,Emotion,Body,physGeo,Plant,Animal,notes,included?,words_Arabic,words_Indonesian,words_Basque,words_Tamil,words_Albanian,words_Hindi,words_Russian,words_Spanish,words_Swahili,words_Turkish,words_Hungarian,words_Thai,words_English
5,Person/Thing,Animals,An antelope of the genus Gazella mostly native to Africa and capable of running at high speeds for long periods.,GAZELLE,,,,,,,,,,TRUE,,TRUE,"['ظَبِي', 'غزال', 'غَزَال']","['Gazel', 'rusa betina']","['Gazella', 'gazela']",['வனப்புமிக்க சிறுமான்'],"['Gazela', 'Gazella']","['कुरंग', 'गज़ेल']","['Газели', 'газе́ль', 'газель']","['Gazella', 'Gazzella', 'gacela']","['paa', 'swala', 'swara']",['ceylan'],['gazella'],"['กาเซลล์', 'เลียงผา']",['gazelle']
12,Person/Thing,Time,Time of day when the sun is in its zenith.,MIDDAY,,,,,TRUE,,,,,,blanket yes on subsets of the timeline,TRUE,"['الظهر', 'زَوال', 'ظهر', 'ظهِيرة', 'ظُهْر']","['siang', 'tengah hari']",['eguerdi'],"['நடுப்பகல்', 'மத்தியானம்']","['drekë', 'drekëhera', 'mesditë']",['दोपहर'],"['по́лдень', 'полдень']",['mediodía'],"['Adhuhuri', 'adhuhuri', 'adhuuri', 'mchana', 'saa sita']","['günorta', 'öğle']",['dél'],"['ตอนเที่ยง', 'เที่ยงวัน']","['midday', 'noon']"
15,Person/Thing,Animals,"Any of several aquatic, furbearing, weasellike mammals of the genus Lutra, having webbed feet and a long, slightly flattened tail.",OTTER,,,,,,,,,,TRUE,,TRUE,"['ثَعْلَب الْمَاء', 'قضاعة']","['Berang-berang', 'lingsang', 'linsang']","['Lutrinae', 'igaraba', 'urtxakur']",['நீர்நாய்'],"['Lundërzat', 'lundër', 'lundërz', 'vidër']","['ऊद', 'ऊदबिलाव', 'लुत्रिनाइ']","['Выдровые', 'вы́дра', 'выдра']","['Lutrinae', 'lutria', 'nutria']",['ota'],"['Su samuru', 'lutr', 'susamuru']","['Vidraformák', 'vidra']",['นาก'],['otter']
17,Person/Thing,The body,A skin flap that can be closed over an eye.,EYELID,,,,,,,TRUE,,,,,TRUE,['جفن'],['kelopak mata'],['betazal'],[],['qepallë'],['पपोटा'],['веко'],['párpado'],['kope'],['göz kapağı'],['szemhéj'],"['หนังตา', 'เปลือกตา']",['eyelid']
18,Person/Thing,The body,The lower fleshy part of the human ear.,EARLOBE,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],['мочка'],['lóbulo'],[],['kulak memesi'],[],[],"['ear lobe', 'earlobe']"
23,Person/Thing,Agriculture and vegetation,"Biennial plant from the genus Secale of the family Poaceae, used as a cereal or for forage.",RYE,,,,,,,,,TRUE,,,TRUE,['شيلم مزروع'],['gandum hitam'],['zekale'],"['Secale cereale', 'புல்லரிசி', 'ராய்']",['Thekra'],['नीवारिका'],['рожь'],"['centeno', 'secale cereale']",['Ngano nyekundu'],['çavdar'],['rozs'],['ข้าวไรย์'],['rye']
33,Person/Thing,Agriculture and vegetation,Any of numerous plants having stinging hairs that cause skin irritation on contact (especially of the genus Urtica or family Urticaceae). [B:33],NETTLE,,,,,,,,,TRUE,,,TRUE,"['أَنْجَرَة', 'قراص', 'قُرَّاص']",[],"['asun', 'osin']",[],['hithëra'],[],['крапи́ва'],"['ortiga', 'urtica']",[],"['isırgan', 'ısırgan']",['csalán'],[],['nettle']
35,Person/Thing,Agriculture and vegetation,"A tropical tree, native to Africa, including Sudan and parts of the Madagascar dry deciduous forests.",TAMARIND,,,,,,,,,TRUE,,,TRUE,['تمر هندي'],['asam jawa'],['tamarindo'],"['Tamarindus indica', 'புளி', 'புளிய மரம்t']",[],"['Tamarindus indica', 'इमली']",['тамаринд'],"['tamarindo', 'tamarindus indica']",['Mkwaju'],['demirhindi'],['Tamarindusz'],"['ต้นมะขาม', 'มะขาม']",['tamarind']
36,Person/Thing,The body,"Dense, coarse hair that grows on the male and female genital area beginning in puberty.",PUBIC HAIR,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],['лобковые волосы'],['vello púbico'],['vinyuzi'],[],"['fanszőrzet', 'intim szőrzet', 'nemi szőrzet', 'szeméremszőrzet']",['ขนหัวหน่าว'],"['netherhair', 'pubes', 'pubic hair']"
40,Person/Thing,Emotions and values,"A feeling of discontent or covetousness with regard to another's advantages, success, possessions, etc.",ENVY,,,,,,TRUE,,,,,,TRUE,"['حسد', 'حَسَد']","['Iri hati', 'dengki']","['inbidia', 'jeloskortasun']",['பொறாமை'],[],['ईर्ष्या'],"['за́висть', 'зависть']","['envidia', 'pelusa']","['Kijicho', 'wivu']","['haset', 'kıskançlık']",['Irigység'],"['ความริษยา', 'ความอิจฉา']",['envy']
60,Person/Thing,Agriculture and vegetation,A species of grass (Avena sativa) grown for its seed.,OAT,,,,,,,,,TRUE,,,TRUE,"['خرطال', 'خَرْطال', 'شوفان', 'شُوفَان']","['Haver', 'haver']",['olo'],"['Avena sativa', 'ஓட்', 'காடைக்கண்ணி', 'புல்லரிசி']","['Avena sativa subsp. macrantha', 'Tërshëra', 'tërshërë']","['Avena sativa', 'जई']","['Avena sativa subsp. macrantha', 'Овёс посевной', 'овес', 'овёс']","['Avena sativa subsp. macrantha', 'avena', 'avena sativa']","['Oti', 'shayiri']","['Beyaz yulaf', 'yulaf']","['Abrakzab', 'zab']","['Avena sativa', 'ข้าวโอ๊ต', 'โอ๊ต']","['common oat', 'oat']"
63,Person/Thing,Speech and language,"A piece of information of questionable accuracy, from no known reliable source, usually spread by word of mouth.",RUMOUR,,,,TRUE,,,,,,,yes bc a thing you say,TRUE,"['إشاعة', 'إِشَاعَة', 'تسامع']",['rumor'],[],[],[],"['अफवाह', 'अफ़वाह', 'गप्प']","['молва́', 'слу́хи', 'слух', 'то́лки']","['chisme', 'chismorreo', 'cotilleo', 'rumor', 'rumores']",['Uzushi'],"['rivayet', 'söylenti']","['híresztelés', 'szóbeszéd']","['ข่าวลือ', 'ข่าวโคมลอย']",['rumour']
68,Person/Thing,Clothing and grooming,A marking made by inserting ink into the layers of skin to change the pigment permanently for decorative or other reasons.,TATTOO,,,,,,,TRUE,,,,"decided yes, same reason as scar",TRUE,"['وشم', 'وَشْم']","['rajah', 'tato']",['tatuaje'],[],['tatuazh'],['गोदना'],"['нако́лка', 'тату', 'тату́', 'татуиро́вка', 'татуировка']",['tatuaje'],[],['dövme'],"['tetkó', 'tetoválás']","['การสัก', 'รอยสัก']","['tat', 'tatt', 'tattoo']"
74,Person/Thing,Animals,A young dog.,PUPPY,,,,,,,,,,TRUE,,TRUE,"['جرو', 'جَرْو']",[],['txakurkume'],['நாய்க்குட்டி'],[],[],"['цу́цик', 'щено́к', 'щенок']","['cachorro', 'perrito']",[],"['enik', 'köpek yavrusu']","['kiskutya', 'kölyökkutya']","['ลูกสุนัข', 'ลูกหมา']","['puppy', 'whelp']"
82,Person/Thing,Emotions and values,Belligerence aroused by a real or supposed wrong (personified as one of the deadly sins).,ANGER,,,,,,TRUE,,,,,,TRUE,"['سُخْط', 'غضب', 'غيْظ']",[],"['amorru', 'haserre', 'su', 'sumin', 'sumindura']",['கோபம்'],"['inat', 'tërbim', 'zemërata']",[],[],"['bravura', 'cólera', 'enfado', 'enojo', 'ira']",['hasira'],[],[],"['ความรู้สึกโกรธ', 'ความโกรธ', 'อารมณ์โกรธ']","['anger', 'ire', 'wrath']"
95,Person/Thing,Animals,"A tiny flying insect from one of several species in the Nematocera suborder, including the families Mycetophilidae, Anisopodidae and Sciaridae.",SANDFLY,,,,,,,,,,TRUE,,TRUE,[],['agas'],[],[],[],[],[],['mosquito'],[],[],[],[],['gnat']
112,Person/Thing,Animals,"A reptile of the order Testudines (the crown group of the superorder Chelonia), characterised by a special bony or cartilaginous shell developed from their ribs that acts as a shield.",TURTLE,,,,,,,,,,TRUE,,TRUE,['سلحفاة'],['Kura-kura'],['dortoka'],"['ஆமை', 'நீரிழிவு']",['Breshka'],['कछुआ'],"['Черепахи', 'черепа́ха']","['galápago', 'peta', 'testudines', 'tortuga', 'tortugas']",['Kobe'],['kaplumbağa'],"['Teknősök', 'teknős']",['เต่า'],['turtle']
113,Person/Thing,The physical world,"The margin or shore of a river, lake, or ocean.",SHORE,,,,,,,,TRUE,,,,TRUE,"['ساحِل', 'شاطِئ', 'شطّ', 'ضفة']",['Bibir pantai'],"['erribera', 'ertz', 'ibaiertz', 'kai', 'ur-bazter']",['நிலையற்ற'],['breg'],[],"['берег', 'брег', 'побережье']","['costa', 'orilla', 'ribera']",[],[],['part'],['ชายฝั่ง'],['shore']
114,Person/Thing,Animals,"A short-snouted genus of the dolphin family, 1.2 to 2.5 metres (4 to 8 feet) long, gregarious in habits, yielding an oil and leather.",PORPOISE,,,,,,,,,,TRUE,,TRUE,"['خنازير بحرية', 'خِنْزِير الْبَحْر']",[],"['Phocoenidae', 'mazopa']",['கடற்பன்றி'],"['Marsuini', 'Marsuinët']",['सूंस'],"['Морские свиньи', 'морска́я свинья́']","['Phocoenidae', 'marsopa']",['poposi'],"['Musurgiller', 'musur']","['Disznódelfinfélék', 'barna delfin', 'disznódelfin']",['พอร์พอยส์'],['porpoise']
116,Person/Thing,Agriculture and vegetation,"A coniferous  tree, of genus Larix, having deciduous leaves.",LARCH,,,,,,,,,TRUE,,,TRUE,"['أرزية', 'شجرة أرزية']",[],"['alertze', 'laritz']",[],[],[],"['ли́ственница', 'лиственница']","['Larix', 'alerce']",[],"['melez', 'melezi']",['vörösfenyő'],['ต้นสนผลัดใบ'],['larch']
123,Person/Thing,The body,The part of the face between the hairline and the eyebrows.,FOREHEAD,,,,,,,TRUE,,,,,TRUE,"['جبهة', 'جبِين', 'جبْهة', 'جَبْهَة', 'حاجِب']",['dahi'],"['bekoki', 'kopeta', 'kopetan']",['நெற்றி'],['ballë'],"['माथ', 'माथा', 'ललाट']","['лоб', 'чело́']",['frente'],['Paji la uso'],['alın'],['homlok'],"['พระนลาฏ', 'หน้าผาก']",['forehead']
137,Person/Thing,Agriculture and vegetation,"A plant in the family Erythroxylaceae, native to western South America.",COCA,,,,,,,,,TRUE,,,TRUE,['Erythroxylum coca'],"['Erythroxylum coca', 'Koka', 'daun koka']",['Erythroxylum coca'],['Erythroxylum coca'],['Erythroxylum coca'],"['Erythroxylum coca', 'कोका']","['Erythroxylum coca', 'ко́ка', 'кока']","['coca', 'erythroxylum coca', 'planta de la coca']",['Erythroxylum coca'],"['Erythroxylum coca', 'koka']",['Erythroxylum coca'],"['Erythroxylum coca', 'ต้นโคคา']",['coca']
139,Person/Thing,The body,The mucosal tissue that partly lies over the teeth in the mouth.,GUMS,,,,,,,TRUE,,,,,TRUE,['لِثّة'],[],[],"['சட்டபூர்வமாக', 'சிரிப்பு']",[],[],['десна'],['encía'],[],['dişeti'],"['fogíny', 'íny']",['เหงือก'],"['gingiva', 'gum', 'gums']"
146,Person/Thing,Agriculture and vegetation,"A tropical grass of the genus Saccharum having stout, fibrous, jointed stalks, the sap of which is a source of sugar.",SUGAR CANE,,,,,,,,,TRUE,,,TRUE,['قصب السكر'],['tebu'],['azukre-kanabera'],['குறைந்துள்ளது'],[],"['ईख', 'ऊख']",['сахарный тростник'],['caña de azúcar'],['miwa'],['şeker kamışı'],['cukornád'],['อ้อย'],"['sugar cane', 'sugar-cane', 'sugarcane']"
147,Person/Thing,Agriculture and vegetation,A tropical tree with feathery leaves which bears coconuts.,COCONUT TREE,,,,,,,,,TRUE,,,TRUE,[],[],['kokondo'],[],[],[],['кокосовая пальма'],['cocotero'],[],[],[],['ต้นมะพร้าว'],"['coconut', 'coconut palm']"
159,Person/Thing,Agriculture and vegetation,"A dicotyledonous plant of the family Convolvulaceae, having an edible tuberous root.",SWEET POTATO,,,,,,,,,TRUE,,,TRUE,[],[],[],['தலைப்பாய்'],[],[],[],"['batata', 'boniato', 'camote', 'chaco', 'papa dulce', 'patata dulce']",[],[],[],[],['sweet potato']
164,Person/Thing,Animals,A marsupial from the family Macropodidae having powerful hind legs and large feet for leaping.,KANGAROO,,,,,,,,,,TRUE,,TRUE,['كنغر'],['kanguru'],['kanguru'],"['கங்காரு', 'சிறைப்படுத்து']","['Kanguri', 'kangur']",['कंगारू'],['кенгуру'],['canguro'],"['Kangaruu', 'kangaroo']","['Kanguru', 'Kangurugiller', 'kanguru']","['Kengurufélék', 'kenguru']",['จิงโจ้'],"['kangaroo', 'macropod']"
165,Person/Thing,Animals,Any of several species of marsupial; usually smaller and stockier than kangaroos.,WALLABY,,,,,,,,,,TRUE,,TRUE,['ولب'],['walabi'],['walabi'],[],[],"['वल्लाबी', 'वालाबी']",['валлаби'],"['ualabi', 'ualabí', 'walabí', 'wallaby']",['Walabi'],"['Valabi', 'Wallaby']",[],"['จิงโจ้เล็ก', 'วอลลาบี']",['wallaby']
166,Person/Thing,The physical world,A large and continuous mass of land representing most of a region or a country but excluding outlying islands.,MAINLAND,,,,,,,,TRUE,,,,TRUE,"['بر', 'بر رئيسي', 'قارة', 'يابسة']",[],[],[],[],"['मुख्यभूमि', 'मूल भूमि']","['Большая земля', 'континент', 'материк']","['continental', 'continente']",['bara'],['anakara'],[],['แผ่นดินใหญ่'],['mainland']
170,Person/Thing,Kinship,The sister of one's father.,FATHER'S SISTER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],[]
171,Person/Thing,Kinship,The sister of one's mother.,MOTHER'S SISTER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],[]
172,Person/Thing,The body,A large flat bone located at the back of each shoulder.,SHOULDERBLADE,,,,,,,TRUE,,,,,TRUE,"['عظم كتفي', 'كتف']",[],[],[],[],['अंसफलक'],['лопатка'],['omóplato'],[],"['azm-i kitf', 'kebze', 'kürek kemiği', 'omuz kemiği', 'skapula', 'yağrın kemiği']",['lapocka'],[],"['scapula', 'shoulder blade', 'shoulder bone', 'shoulderblade']"
173,Person/Thing,Kinship,The child of a sibling.,SIBLING'S CHILD,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],['yeğen'],[],[],[]
177,Person/Thing,Agriculture and vegetation,A vine of the species 'Piper betle' whose leaves are chewed for its medicinal properties.,BETEL PEPPER VINE,,,,,,,,,TRUE,,,TRUE,[],[],[],"['பார்வையாளர்', 'வெற்றிலை']",[],['पान'],['бетель'],['betel'],[],['tembul'],[],[],"['betel', 'betel plant']"
181,Person/Thing,Animals,A mammal of the suborder Vermilingua having elongated snouts and feeding on ants and termites.,ANTEATER,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],['муравьед'],['oso hormiguero'],"['kiharara', 'loma']",['karıncayiyen'],['hangyász'],[],"['antbear', 'anteater']"
186,Person/Thing,The body,The front part of the leg below the knee.,SHIN,,,,,,,TRUE,,,,,TRUE,[],[],[],['கழுதை'],[],[],[],['espinilla'],[],['incik kemiği'],[],[],['shin']
187,Person/Thing,The body,The part of the body (of humans and quadrupeds) each side of the backbone between the ribs and hips.,LOIN,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],['bel'],[],[],['loin']
189,Person/Thing,The body,The terminal hair that develops on the human body during and after puberty.,HAIR (BODY),,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],"['pelo corporal', 'vello androgénico']",[],['vücut kılları'],[],[],"['androgenic hair', 'body hair']"
198,Person/Thing,The body,"The sexual organs: the testicles and penis of a male; or the labia, clitoris, and vagina of a female.",GENITALIA,,,,,,,TRUE,,,,,TRUE,[],[],[],['மேல்மீட்பு'],[],[],[],['genitales'],[],"['cinsel organ', 'cinsel organlar', 'tenasül organları', 'şey']",[],[],"['downstairs', 'genitalia', 'genitals', 'thing']"
206,Person/Thing,Animals,"A nocturnal, bioluminescent beetle of the family Lampyridae.",FIREFLY,,,,,,,,,,TRUE,,TRUE,['يراعة'],[],['euli ipurtargi'],[],['xixëllonjë'],[],"['светляк', 'светлячок']",['luciérnaga'],[],['ateşböceği'],[],[],"['firefly', 'lightning bug']"
212,Person/Thing,Agriculture and vegetation,"A limited area of land with grass or crops growing on it, which is usually surrounded by fences or closely planted bushes when it is part of a farm.",FIELD,,,,,,,,TRUE,,,,TRUE,['حقل'],['ladang'],"['alor', 'arlo', 'sail', 'soro']",['புலம்'],['arë'],[],['поле'],['campo'],['shamba'],['tarla'],['mező'],['ทุ่ง'],"['acre', 'field']"
227,Person/Thing,Animals,A cold-blooded vertebrate animal that lives in water that moves with the help of fins and breathes using gills (Pisces).,FISH,,,,,,,,,,TRUE,,TRUE,"['سمك', 'سمكة']",['ikan'],['arrain'],['மீன்'],['peshk'],"['मछली', 'मत्स्य', 'माही']",['рыба'],['pez'],['samaki'],['balık'],['hal'],['ปลา'],['fish']
232,Person/Thing,Animals,Any of the wingless insects composing the order Siphonaptera; most are ectoparasites of mammals and birds. (Source: MGH),FLEA,,,,,,,,,,TRUE,,TRUE,['برغوث'],['kutu'],"['ardi', 'arkakuso']",['உண்ணி'],['plesht'],[],['блоха'],['pulga'],[],[],['bolha'],['หมัด'],['flea']
233,Person/Thing,Clothing and grooming,Footwear for walking over the snow.,SNOWSHOE,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],['raqueta de nieve'],[],[],[],[],['snowshoe']
235,Person/Thing,Animals,A large bat of the genus Pteropus of the family Pteropodidae.,FLYING FOX,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"['Petauristini', 'Pteromyini', 'flying squirrel']"
238,Person/Thing,Animals,A decapod crustacean of the suborder Dendrobranchiata.,PRAWNS,,,,,,,,,,TRUE,,TRUE,[],['udang'],[],[],[],[],['креветка'],"['camarón', 'gamba', 'langostino']",[],[],[],[],['shrimp']
260,Person/Thing,The physical world,A large open grassland in tropical and subtropical regions.,SAVANNA,,,,,,,,TRUE,,,,TRUE,[],[],[],[],[],[],[],['savana'],[],[],[],[],['savanna']
264,Person/Thing,Animals,A male goat.,HE-GOAT,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"['billy-goat', 'he-goat']"
265,Person/Thing,Animals,A bird that is kept for its meat and eggs.,FOWL,,,,,,,,,,TRUE,,TRUE,[],['unggas'],[],[],[],[],[],['ave de corral'],[],[],[],[],"['fowl', 'poultry']"
305,Person/Thing,Kinship,The parents of someone's parent.,GRANDPARENTS,TRUE,,,,,,,,,,,TRUE,[],[],[],['நரம்புத்தளர்ச்சி'],[],[],[],[],[],[],[],[],['grandparents']
306,Person/Thing,Kinship,The parents of someone's spouse,PARENTS-IN-LAW,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['parents-in-law']
307,Person/Thing,Animals,A predatory bird of the family Accipitridae.,HAWK,,,,,,,,,,TRUE,,TRUE,['باز'],['rajawali'],[],['துடைப்பம்'],[],['बाज्'],[],[],[],['atmaca'],[],[],['hawk']
308,Person/Thing,Animals,"A bird with a large colorful beak, living in the tropics and belonging to the family Ramphastidae.",TOUCAN,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['toucan']
309,Person/Thing,Animals,A mammal being a member of the family Didelphidae.,OPOSSUM,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['opossum']
310,Person/Thing,Animals,A parasitic insect which lives among the hairs on the head of a human and feeds on blood.,HEAD LOUSE,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['head louse']
311,Person/Thing,Animals,A parasitic insect that infests the body and clothes of humans and feeds on blood.,BODY LOUSE,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['body louse']
312,Person/Thing,Animals,Any one the species of large odd-toed ungulates of the family Tapiridae with a long prehensile upper lip.,TAPIR,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['tapir']
313,Person/Thing,Animals,A rodent similar in appearance to a guinea pig but having longer legs.,AGOUTI,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['agouti']
314,Person/Thing,Animals,"The largest living rodent native to South America, living partly on land and partly in water.",CAPYBARA,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['capibara']
315,Person/Thing,Animals,"A bird, the crested curassow or royal pheasant.",CURASSOW,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['hocco']
316,Person/Thing,Animals,"A large rodent, with dark brown or black fur, a white or yellowish underbelly and rows of white spots along its sides, native to Central America and South America.",PACA,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['paca']
317,Person/Thing,Animals,Any of the carnivorous freshwater fish living in South American rivers and belonging to the subfamily Serrasalminae.,PIRANHA,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['piranha']
326,Person/Thing,Clothing and grooming,"A long outer garment worn over the shoulders covering the back; a cape, often with a hood.",CLOAK,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['cloak']
327,Person/Thing,Clothing and grooming,"A simple garment, made from a rectangle of cloth, with a slit in the middle for the head.",PONCHO,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['poncho']
328,Person/Thing,Clothing and grooming,"A skirt made from long dried grass, or synthetic material resembling it.",GRASS-SKIRT,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['grass skirt']
329,Person/Thing,Clothing and grooming,"A soft garment worn on the foot and lower leg, usually knit or woven, worn under shoes or other footwear.",STOCKING,,,TRUE,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['stocking']
330,Person/Thing,Clothing and grooming,"A strip of fabric worn around the head, or a hair-accessory made of a flexible material and curved like a horseshoe, for holding one's hair back.",HEADBAND,,,TRUE,,,,,,,,,TRUE,[],[],[],['சுமை'],[],[],[],[],[],[],[],[],['headband']
331,Person/Thing,Clothing and grooming,A decorative covering or ornament worn on the head.,HEADDRESS,,,TRUE,,,,,,,,yes bc it says covering,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['headdress']
343,Person/Thing,Agriculture and vegetation,A climbing plant which grows up or over things. This also includes types which do not produce grapes.,VINE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],['vid'],[],[],[],[],['grapevines']
346,Person/Thing,Agriculture and vegetation,"A tropical Indian fig tree, Ficus benghalensis, that has many aerial roots.",BANYAN,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['banyan']
347,Person/Thing,Agriculture and vegetation,"A cereal, Sorghum vulgare or Sorghum bicolor, the grains of which are used to make flour and as cattle feed.",SORGHUM,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],['sorgo'],[],[],[],[],['sorghum']
350,Person/Thing,Agriculture and vegetation,Any of various tropical evergreen trees or shrubs that grow in shallow coastal water; Plants of the Rhizophoraceae family and/or of the genus Rhizophora.,MANGROVE,,,,,,,,,TRUE,,,TRUE,[],[],[],['சதுப்புநிலம்'],[],[],[],[],[],[],[],[],['mangrove']
351,Person/Thing,Agriculture and vegetation,"Colocasia esculenta, raised as a food primarily for its corm, which distantly resembles potato.",TARO,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['taro']
381,Person/Thing,Emotions and values,Accusation for something negative or undesirable.,BLAME,,,,TRUE,,,,,,,yes bc a thing you say,TRUE,[],[],[],['பருந்து'],[],[],[],[],[],[],[],[],['blame']
405,Person/Thing,Kinship,A person who is born before another person who has the same parents.,OLDER SIBLING,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['older sibling']
427,Person/Thing,Kinship,A person who is born after another person who has the same parents.,YOUNGER SIBLING,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['younger sibling']
431,Person/Thing,The body,The part of the arm between the shoulder and the elbow.,UPPER ARM,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['upper arm']
433,Person/Thing,Animals,"Large, prehensile-tailed tropical American monkey of the genus Alouatta, the males of which make a howling noise.",HOWLER MONKEY,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],['реву́н'],[],[],[],[],[],['howler monkey']
434,Person/Thing,Animals,"Tropical American monkey of the genus Ateles,  having a slender body, long, slender limbs, and a long, prehensile tail.",SPIDER MONKEY,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],['mono araña'],[],[],[],[],['spider monkey']
435,Person/Thing,Animals,"Piglike hoofed mammal of the genus Tayassu,  of North and South America,  having a dark gray coat with a white collar.",COLLARED PECCARY,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],['оше́йниковый пе́кари'],"['chancho rosillo', 'chácharo', 'pecarí de collar', 'sajino', 'saíno']",[],['yakalı pekari'],['örvös pekari'],[],"['collared peccary', 'javelina', 'musk hog']"
436,Person/Thing,Animals,"Piglike hoofed mammal, of North and South America, having a black gray coat with whitish cheeks; larger than the collared peccary.",WHITE-LIPPED PECCARY,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['white-lipped peccary']
437,Person/Thing,Animals,"A large game bird of the curassow family, common in dense woodlands of Central and South America.",GUAN,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['guan']
438,Person/Thing,Animals,"A flea, Tunga penetrans, of tropical America and Africa, the impregnated female of which embeds itself in the skin, especially of the feet, of humans and animals and becomes greatly distended with eggs.",CHIGGOE (JIGGER FLEA),,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"['Sand flea', 'chegoe', 'chegre', 'chigger', 'chigoe', 'chigoe flea', 'chigre', 'chique', 'jigger', 'jigger flea']"
439,Person/Thing,Animals,"A Central and South American monkey, Cebus capucinus, having a prehensile tail and hair on the head resembling a cowl.",CEBUS MONKEY,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],"['Colombian white-faced capuchin', 'Colombian white-headed capuchin', 'Colombian white-throated capuchin', 'capuchin', 'capuchin monkey', 'cebus monkey']"
440,Person/Thing,Agriculture and vegetation,"Species of flowering plant in the Arecaceae family, trunked palm tree which is endemic to the Juan Fernández Islands archipielago in the southeast Pacific Ocean west of Chile.",CHONTA PALM,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['chonta palm']
442,Person/Thing,The body,Aeveral teeth located above and below in the mouth of mammals (including humans) to bite food off.,FRONT TOOTH (INCISOR),,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['front teeth']
443,Person/Thing,The body,The front part of the tongue.,TIP (OF TONGUE),,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['tip of tongue']
444,Person/Thing,The body,Hair that is not cut.,LONG HAIR,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['long hair']
445,Person/Thing,The body,The upper part of the back.,UPPER BACK,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['upper back']
446,Person/Thing,The body,The part of the arm between the elbow and the hand.,LOWER ARM,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['lower arm']
447,Person/Thing,The body,Part of the leg between the knee and the foot.,LOWER LEG,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],['lower leg']
