id,ontological_category,semanticfield,description,name,Kinship2,Number,Clothing,Speech,Time,Emotion,Body,physGeo,Plant,Animal,notes,included?,words_Arabic,words_Indonesian,words_Basque,words_Tamil,words_Albanian,words_Hindi,words_Russian,words_Spanish,words_Swahili,words_Turkish,words_Hungarian,words_Thai,words_English
1697,Person/Thing,Time,The first day of the week in Europe and in systems using the ISO 8601 norm; the second day of the week in the United States of America.,MONDAY,,,,,TRUE,,,,,,blanket yes on all things that are periods of time,TRUE,"['الإثنَين', 'الإِثْنيْن', 'الاثنين', 'الْاِثْنَيْن', 'يَوم الإثْنَيْن', 'يَوْم الإثنَين']",['Senin'],"['astelehen', 'ilen']","['திங்கட்கிழமை', 'திங்கள்']","['E hëna', 'e hënë', 'hëna']","['चन्द्रवार', 'पीर', 'सोम', 'सोमवार']","['понеде́льник', 'понедельник']","['lun', 'lunes']",['Jumatatu'],['pazartesi'],['hétfő'],"['จ.', 'จันทร์', 'วันจันทร์']",
1699,Person/Thing,Time,"The seventh day of the week in Europe and in systems using the ISO 8601 standard, or the first day of the week in the United States of America, the Sabbath for most Christians.",SUNDAY,,,,,TRUE,,,,,,blanket yes on all things that are periods of time,TRUE,[],[],[],['ஞாயிற்றுக்கிழமை'],[],[],['воскресенье'],['domingo'],['Jumapili'],['pazar'],['vasárnap'],['วันอาทิตย์'],
1700,Person/Thing,Time,The sixth day of the week in Europe and in systems using the ISO 8601 norm; the seventh day of the week in the United States of America.,SATURDAY,,,,,TRUE,,,,,,blanket yes on all things that are periods of time,TRUE,"['السبت', 'السَّبْت', 'السّبْت', 'سبت', 'يَوْم السَّبْت']","['Sabtu', 'hari sabtu']",['larunbat'],"['சனி', 'சனிக்கிழமை']","['E shtuna', 'e shtunë']","['शनि', 'शनिवार', 'शनिश्चरवार', 'सनीचर']","['суббо́та', 'суббота']","['sáb', 'sábado']",['Jumamosi'],['cumartesi'],"['Szombat', 'szombat']","['วันเสาร์', 'ส.', 'เสาร์']",
1701,Person/Thing,The physical world,"A river mouth or stream mouth is a part of a river where it flows into the sea, river, lake, reservoir or ocean.",RIVER MOUTH,,,,,,,,TRUE,,,,TRUE,['مصب النهر'],[],[],[],[],[],[],['desembocadura'],[],[],[],[],
1712,Person/Thing,Law,"Promise or solemn declaration in front of an authority, another person or to oneself.",OATH,,,,TRUE,,,,,,,yes bc a thing you say,TRUE,"['قسم', 'قَسَم', 'يمين', 'يَمِين']",['ikrar'],"['boto', 'zin']",[],['Betimi'],['शपथ'],"['Присяга', 'кля́тва', 'клятва']","['juramento', 'voto']",['kiapo'],"['Yemin', 'söz', 'yemîn']",['Eskü'],['คำสาบาน'],
1730,Person/Thing,The body,"The soft skin on each side of the face, between the eyes and the chin; the outer surface of the sides of the oral cavity.",CHEEK,,,,,,,TRUE,,,,,TRUE,"['خد', 'خَدّ', 'عارِض', 'وجنة', 'وَجْنَة']",['pipi'],"['Masail', 'masaila', 'matraila']",['கன்னம்'],['faqe'],['गाल'],['щека'],"['cacha', 'cachete', 'mejilla', 'mejillas', 'nalga']",['Shavu'],['yanak'],[],"['พระปราง', 'แก้ม']",
1737,Person/Thing,Agriculture and vegetation,"A flowering plant in the mallow (Malvaceae) family valued for its edible pods; okro, ochro; ladies' fingers.",OKRA,,,,,,,,,,TRUE,,TRUE,['أكسيد معدني'],[],[],[],[],[],[],['ocre'],[],[],[],[],
1740,Person/Thing,Agriculture and vegetation,Evergreen coniferous tree of the genus Pinus.,PINE,,,,,,,,,TRUE,,,TRUE,"['شَجَرَة صَنَوْبَر', 'صنوبر', 'صَنَوْبَر']","['pinus', 'tusam']",['pinu'],['பைன்'],"['Pisha', 'pishë']","['चीड़', 'चीढ़', 'सनोबर', 'सनोवर']","['сосна', 'сосна́']","['madera de pino', 'pino', 'pino real', 'pinus']",['msonobari'],['çam'],"['Tűnyalábos fenyő', 'fenyő', 'tűnyalábos fenyők']","['ต้นสน', 'สน', 'เกี๊ยะ']",
1744,Person/Thing,The body,"A ductless vascular gland, located in the left upper abdomen near the stomach.",SPLEEN,,,,,,,TRUE,,,,,TRUE,['طحال'],['limpa'],['bare'],['மண்ணீரல்'],[],['तिल्ली'],['селезёнка'],['bazo'],['Wengu'],['Dalak'],['Lép'],['ม้าม'],
1745,Person/Thing,The body,The outward-projecting parts of the pelvis and top of the femur and the overlying tissue.,HIP,,,,,,,TRUE,,,,,TRUE,[],[],[],['இடுப்பு'],[],[],['бедро'],['cadera'],[],['kalça'],[],[],
1746,Person/Thing,The body,A hollow muscular balloon-shaped organ that stores urine until it is excreted from the body.,BLADDER,,,,,,,TRUE,,,,,TRUE,"['مثانة', 'مَثَانَة', 'مَثَانَة بَوْلِيَّة']",['kandung kemih'],['Puxika'],"['சிறுநீர்ப்பை', 'மெல்லியபை']",['fshikë'],['मूत्राशय'],"['мочево́й пузы́рь', 'мочевой пузырь']","['vejiga', 'vejiga urinaria']",['Kibofu'],"['idrar kesesi', 'idrar torbası', 'mesane', 'sidik torbası', 'İdrar kesesi']","['hólyag', 'húgyhólyag']","['กระเพาะปัสสาวะ', 'หัวไส้']",
1748,Person/Thing,The physical world,"Elevated zone of a mountain range, that frequently coincides with the watershed.",RIDGE,,,,,,,,TRUE,,,,TRUE,['ظهر الحيوان'],[],[],[],[],[],[],['cresta'],[],[],[],[],
1751,Person/Thing,The body,"A birthmark is a benign irregularity on the skin which is present at birth or appears shortly after birth, usually in the first month. Birthmarks are caused by overgrowth of blood vessels, melanocytes, smooth muscle, fat, fibroblasts, or keratinocytes.",BIRTHMARK,,,,,,,TRUE,,,,,TRUE,"['خال', 'شامة', 'علامة خلقية', 'وحمة', 'وَحْمَة']",[],"['Nebo', 'natu', 'orban', 'orin', 'tita']",['மச்சம்'],['nishan'],['जन्म चिह्न'],"['ро́динка', 'роди́мое пятно́', 'родинка']","['antojo', 'lunar', 'mancha de nacimiento', 'nevus', 'rosa']",['fuko'],"['Ben', 'leke', 'yama']",['anyajegy'],"['ตำหนิแต่กำเนิด', 'ปาน']",
1758,Person/Thing,Kinship,A female with more years of age than one or more of her siblings.,OLDER SISTER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],['hermana mayor'],['dada'],[],['nővér'],[],
1759,Person/Thing,Kinship,A male with more years of age than one or more of his siblings.,OLDER BROTHER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],['hermano mayor'],['kaka'],[],[],[],
1760,Person/Thing,Kinship,A male with fewer years of age than one or more of his siblings.,YOUNGER BROTHER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],"['братик', 'братишка']",['hermano menor'],[],[],['öcs'],['น้องชาย'],
1761,Person/Thing,Kinship,A female who is younger than one or more of her siblings.,YOUNGER SISTER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],['hermana menor'],[],[],[],[],
1772,Person/Thing,Animals,"The largest member of the deer family (Alces alces), of which the male has very large, palmate antlers.",ELK,,,,,,,,,,TRUE,,TRUE,"['موظ', 'مُوظ']",[],['altze'],[],['dre brilopatë'],[],['лось'],['alce'],"['elki', 'kongoni wa Kaskazini']","['alageyik', 'sığın']",['jávorszarvas'],"['กวางมูส', 'ตัวมูซ', 'มูส']",
1776,Person/Thing,Emotions and values,"The consciousness or awareness of dishonor, disgrace, or condemnation.",SHAME,,,,,,TRUE,,,,,,TRUE,['خجل'],[],[],[],['turp'],"['लज्जा', 'शर्म']","['позор', 'срам', 'стыд']","['desgracia', 'deshonra', 'vergüenza']",['aibu'],[],['szégyen'],['ความละอายใจ'],
1781,Person/Thing,The body,The shortest and thickest of the fingers that can be placed against the others in order to create a firm grip.,THUMB,,,,,,,TRUE,,,,,TRUE,"['إبهام', 'إِبْهَام']","['biang jari', 'empu jari', 'ibu jari', 'induk jari', 'jempol']","['erpuru', 'hatz potolo', 'hazlodi']",['பெரு விரல்'],"['gisht i madh', 'gisht i madh i dorës', 'pulqer']","['अंगुष्ठ', 'अंगूठा']","['большо́й па́лец', 'большой палец']","['Dedo pulgar', 'dedo', 'dedo gordo', 'pollex', 'pulgar']",['kidole gumba'],['başparmak'],['hüvelykujj'],"['นิ้วหัวแม่มือ', 'นิ้วโป้ง', 'พระอังคุฐ', 'หัวแม่มือ', 'โป้ง']",
1791,Person/Thing,Animals,A lepidopteran that is active at day.,BUTTERFLY,,,,,,,,,,TRUE,,TRUE,"['فراشة', 'فَرَاشَة']","['angiak', 'kupu-kupu', 'rama-rama']","['inguma', 'jainkoilo', 'marisorgin', 'pinpilinpauxa', 'pinpirin', 'tximeleta', 'txipirrita']","['பட்டாம்பூச்சி', 'வண்ணத்துப்பூச்சி']","['Flutura', 'flutur']",['तितली'],"['Булавоусые чешуекрылые', 'ба́бочка', 'бабочки', 'моты́ль', 'мотылёк']","['Rhopalocera', 'mariposa', 'mariposa diurna']","['Kipepeo', 'kipepeo']","['Kelebek', 'kelebek']","['Nappali lepkék', 'lepke', 'pillangó']",['ผีเสื้อ'],
1793,Person/Thing,Animals,"A small, nocturnal, flying mammal of the order Chiroptera, which navigates by means of echolocation. It looks like a mouse with membranous wings extending from the forelimbs to the hind limbs or tail.",BAT,,,,,,,,,,TRUE,,TRUE,"['خفاش', 'وطواط']","['kelawar', 'kelelawar']",['saguzar'],['மட்டை'],['lakuriq nate'],['चमगादड़'],['летучая мышь'],['murciélago'],[],['yarasa'],"['bőregér', 'denevér']",['ค้างคาว'],
1795,Person/Thing,Agriculture and vegetation,"The tropical treelike plant which bears clusters of bananas. The plant, of the genus Musa, has large, elongated leaves.",BANANA TREE,,,,,,,,,TRUE,,,TRUE,[],[],[],[],['banane'],[],['банан'],"['bananero', 'banano']",['ndizi'],[],[],[],
1797,Person/Thing,Animals,Small mammal characterized by its spiny back and by its habit of rolling itself into a ball when attacked.,HEDGEHOG,,,,,,,,,,TRUE,,TRUE,"['قنفذ', 'قنفذ أوروبي', 'قُنْفُذ']",['erinaceinae'],"['Triku arrunt', 'triku']",['முள்ளெலி'],"['Erinaceinae', 'Iriqi']","['कांटेदार जंगली चूहा', 'झाऊ चूहा']","['Настоящие ежи', 'Обыкновенный ёж', 'европе́йский ёж', 'обыкнове́нный ёж', 'ёж']","['Erinaceinae', 'Erinaceus europaeus', 'erizo', 'erizo común']","['Kalunguyeye', 'nungunungu']","['Batı Avrupa kirpisi', 'kirpi']","['Európai sün', 'sün', 'tüskés sünök']","['อันดับย่อยเม่น', 'เม่น', 'เม่นแคระยุโรป', 'เฮดจ์ฮอกยุโรป']",
1799,Person/Thing,Animals,"A large carnivore of the family Hyaenidae, similar in appearance to a dog and native to Africa and Asia, best known for the sound resembling laughter that it makes when excited.",HYENA,,,,,,,,,,TRUE,,TRUE,['ضبع'],"['Hyaena', 'hiena']","['Hyaena', 'hiena']",['கழுதைப்புலி'],"['Hiena', 'Hyaena']",['लकड़बग्घा'],"['Гиены', 'Полосатые гиены']","['hiena', 'hyaena', 'hyaenidae']",['Fisi'],"['Asıl sırtlanlar', 'Hyaena', 'Sırtlangiller', 'sırtlan']","['Hiénafélék', 'Hyaena', 'hiéna']","['หมาป่าไฮยีน่า', 'หมาใน', 'ไฮยีนา', 'ไฮยีน่า']",
1800,Person/Thing,Agriculture and vegetation,"A species of the genus Taraxacum, a large genus of flowering plants in the family Asteraceae.",DANDELION,,,,,,,,,TRUE,,,TRUE,[],[],"['kardabera', 'txikori-belar']",['சிங்கப்பல்'],[],[],['одуванчик'],"['amargón', 'colleja', 'diente de león']",[],[],[],['ต้นแดนดิไลออน'],
1801,Person/Thing,Kinship,Biological offspring.,CHILD (DESCENDANT),TRUE,,,,,,,,,,yes bc we've been doing broader terms,TRUE,"['إِبْن', 'نجْل']",[],"['haur', 'seme-alaba', 'ume']","['தளிர்', 'பிள்ளைகள்']","['fëmijë', 'kalama']",[],[],"['hija', 'hijo', 'ninzzo', 'niño', 'niños', 'prole']",[],[],['Gyermekkor'],"['บุตร', 'บุตรธิดา', 'พยานรัก', 'ลูก', 'เด็ก']",
1807,Person/Thing,Time,"The part of the day which follows noon, between noon and evening.",AFTERNOON,,,,,TRUE,,,,,,blanket yes on all things that are periods of time,TRUE,[],[],[],['பிற்பகல்'],[],[],[],['tarde'],[],[],[],[],
1809,Person/Thing,The body,A result of a blockage of the skin's pore.,PIMPLE,,,,,,,TRUE,,,,,TRUE,[],['jerawat'],[],[],[],[],['угорь'],['espinilla'],[],[],[],['สิว'],
1820,Person/Thing,Animals,"A large beast of prey of the family Ursidae, related to the dog and raccoon, having shaggy hair, a very small tail, and flat feet.",BEAR,,,,,,,,,,TRUE,,TRUE,['دب'],['beruang'],['hartz'],"['கரடி', 'தாங்கு']",[],['भालू'],['медведь'],['oso'],['dubu'],['ayı'],['medve'],['หมี'],
1830,Person/Thing,Animals,A large bird of the order Gruiformes and the family Gruidae having long legs and a long neck which it extends when flying.,CRANE,,,,,,,,,,TRUE,,TRUE,['كركي'],['bangau'],[],['கொக்கு'],['lejlek'],[],['журавль'],"['grulla', 'grúido']",['korongo'],['turna'],['daru'],['นกกระเรียน'],
1832,Person/Thing,Kinship,The husband of one's sister.,SIBLING-IN-LAW,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],['cuñado'],[],['enişte'],[],[],
1836,Person/Thing,The body,The lower part of the female reproductive tract; a moist canal in female mammals (including humans) extending from the labia minora to the uterus.,VAGINA,,,,,,,TRUE,,,,,TRUE,['مهبل'],[],[],['யோனிக்குழாய்'],[],['योनि'],"['влагалище', 'пизда']",['vagina'],[],[],[],[],
1837,Person/Thing,The body,"The external parts of the female genitalia, in human beings this consists of the labia, clitoris, opening of the urethra (meatus), and the opening of the vagina.",VULVA,,,,,,,TRUE,,,,,TRUE,"['حِرّ', 'فرج', 'فَالْفَا', 'فَرْج']",['Vulva'],"['Giza alu', 'alu', 'bulba', 'natura']","['கருவாய்', 'பெண்குறி', 'யோனி']","['Vulva', 'vulvë']","['भग', 'योनि', 'योनी']","['ву́льва', 'вульва', 'нару́жные же́нские половы́е о́рганы']","['coño', 'vulva']",[],"['ferç', 'vulva']",[],"['ช่องคลอด', 'ปากช่องคลอด', 'หี', 'อวัยวะสืบพันธุ์สตรีด้านนอก', 'โยนี']",
1838,Person/Thing,The body,A scar where the umbilical cord was attached.,NAVEL,,,,,,,TRUE,,,,,TRUE,[],['pusat'],[],['தொப்புள்'],[],['नाभि'],['пупок'],['ombligo'],['kitovu'],['göbek'],['köldök'],[],
1848,Person/Thing,Social and political relations,A loud or noisy verbal confrontation between two or more people.,QUARREL,,,,TRUE,,,,,,,,TRUE,['مشاجرة'],[],['liskar'],"['சண்டை', 'சர்ச்சை', 'விவாதம்']",[],['झगड़ा'],[],['disputa'],[],[],[],"['ทะเลาะ', 'โต้เถียง']",
1853,Person/Thing,Animals,One of several birds of the family Columbidae.,DOVE,,,,,,,,,,TRUE,,TRUE,[],['merpati'],['uso'],['புறா'],[],['कबूतर'],['голубь'],['paloma'],[],['güvercin'],['galamb'],['นกพิราบ'],
1854,Person/Thing,Animals,"A small song bird, in the family Passeridae.",SPARROW,,,,,,,,,,TRUE,,TRUE,[],[],['txolarre'],[],[],[],['воробей'],['gorrión'],[],[],[],"['นกกระจอก', 'วงศ์นกกระจอก']",
1855,Person/Thing,Agriculture and vegetation,"A tree of the genus Betula, with small leaves and a trunk that is white with darker blotches.",BIRCH,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],['берёза'],['abedul'],[],[],[],"['Betula', 'ต้นเบิร์ช', 'เบิร์ช']",
1857,Person/Thing,Animals,"Any large tropical reptile of the family Crocodylidae: order Crocodylia. They have a broad head, tapering snout, massive jaws, and a thick outer covering of bony plates. (Source: CED)",CROCODILE,,,,,,,,,,TRUE,,TRUE,[],[],['krokodilo'],['முதலை'],[],[],['крокодил'],['cocodrilo'],['mamba'],[],['krokodil'],"['จระเข้', 'ไอ้เข้']",
1862,Person/Thing,Animals,"A domesticated animal, Equus asinus.",DONKEY,,,,,,,,,,TRUE,,TRUE,['حمار'],[],[],['கழுதை'],[],[],['осёл'],"['asno', 'burro']",['punda'],[],['szamár'],"['Equus asinus', 'ลา']",
1865,Person/Thing,Animals,Diurnal bird of prey belonging to the Accipitridae family.,BUZZARD,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],"['busardo', 'gavilán', 'halcón']",[],[],[],[],
1871,Person/Thing,Animals,"A beast of burden, much used in desert areas, of the genus Camelus.",CAMEL,,,,,,,,,,TRUE,,TRUE,['جمل'],['unta'],['gamelu'],['ஒட்டகம்'],['deve'],['ऊँट'],['верблюд'],['camello'],['ngamia'],['deve'],['teve'],"['อูฐ', 'โลโต']",
1872,Person/Thing,Animals,"Any of several ruminants of the family Bovidae, chiefly of Africa and Asia, having permanent, hollow, unbranched horns.",DUIKER,,,,,,,,,,TRUE,,TRUE,[],[],[],['கருப்புமான்'],[],[],['антилопа'],['antílope'],[],[],['antilop'],[],
1876,Person/Thing,Animals,"An Arctic and Subarctic-dwelling deer (Rangifer tarandus), a number of subspecies exist.",REINDEER,,,,,,,,,,TRUE,,TRUE,"['رنة', 'رَنَة']",['rusa kutub'],['elur-orein'],['பனிக்கலைமான்'],['renë'],['रेनडियर'],"['кари́бу', 'олень', 'се́верный оле́нь', 'северный олень']","['caribú', 'reno']","['kulungu aktiki', 'mbawala aktiki']","['Ren geyiği', 'ren geyiği']",['rénszarvas'],"['กวางเรนเดียร์', 'เรนเดียร์']",
1885,Person/Thing,Animals,(Family Dasypodidae) Burrowing chiefly nocturnal mammal with body covered with strong horny plates.,ARMADILLO,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],['armadillo'],[],[],[],[],
1886,Person/Thing,The body,The hollow under the upper part of the arm at the shoulder.,ARMPIT,,,,,,,TRUE,,,,,TRUE,[],[],['galtzarbe'],['அக்குள்'],[],[],['подмышка'],"['axila', 'sobaco']",[],['koltuk altı'],['hónalj'],['รักแร้'],
1891,Person/Thing,Animals,Species of feline (Puma concolor) tawny-colored with black-tipped ears and tail.,PUMA,,,,,,,,,,TRUE,,TRUE,['أسد الجبال'],"['Cougar', 'Puma concolor', 'puma']",['puma'],"['Puma concolor', 'சிறுத்தை', 'மலைச்சிங்கம்', 'மலையரிமா']",['Puma'],"['Puma concolor', 'कूगर']",['пума'],"['Felis concolor', 'león americano', 'mitzli', 'puma', 'puma concolor']","['Puma concolor', 'Simba-milima']",['Puma'],"['Puma', 'puma']","['สิงโตภูเขา', 'เสือพูม่า', 'เสือภูเขา']",
1893,Person/Thing,Animals,(Coturnix coturnix) Small (17 cm) rotund bird from the pheasant family (Phasianidae),QUAIL,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],['codorniz'],[],[],[],[],
1895,Person/Thing,Clothing and grooming,All coverings designed to be worn on a person's body.,CLOTHES,,,TRUE,,,,,,,,,TRUE,['ملابس'],[],[],"['ஆடைகள்', 'சாமான்', 'விஷயம்']",[],[],['одежда'],['ropa'],[],"['giysi', 'üst']","['ruha', 'ruhák']",[],
1896,Person/Thing,The body,Hard keratin part growing at the end of a human's finger or toe.,FINGERNAIL OR TOENAIL,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],['uña'],[],[],[],[],
1905,Person/Thing,Animals,"Any of several large carnivorous birds in the family Accipitridae, having a powerful hooked bill and keen vision.",EAGLE,,,,,,,,,,TRUE,,TRUE,"['عقاب', 'عُقَاب', 'نسر']",['elang'],['arrano'],"['எருவை', 'கங்கம்', 'கழுகு']","['Shqiponja', 'shkabë', 'shqipe', 'shqiponjë']","['उक़ाब', 'उकाब', 'गरुड', 'गरुड़', 'महाश्येन']","['Орлиные', 'орли́ца', 'орлы', 'орёл']",['águila'],['tai'],"['baz', 'kartal', 'şahbaz', 'şehbaz']","['Sas', 'sas']","['นกอินทรี', 'อินทรี']",
1907,Person/Thing,Animals,"Small insectivorous mammal, especially of the family Talpidae, living chiefly underground, and having velvety fur, very small eyes, and strong forefeet.",MOLE,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],['topo'],[],[],[],[],
1910,Person/Thing,Animals,"Any of various large, venomous rays, of the orders Rajiformes and Myliobatiformes, having a barbed, whiplike tail.",STINGRAY,,,,,,,,,,TRUE,,TRUE,"['أسماك الرقيطة', 'ستينغري', 'سمك الرقيطة', 'سمكة راي لاسع', 'سَمَكَة رَاي لَاسِع']",['ikan pari'],['bastanga'],[],['Myliobatoidei'],[],"['Орляковидные', 'морско́й кот', 'скат', 'хвостоко́л', 'хвостокол']","['Myliobatoidei', 'pastinaca', 'raya látigo', 'raya venosa']",[],['vatoz'],"['Myliobatoidei', 'tüskésrájafélék']","['ปลากระเบนชายธง', 'ปลากระเบนธง']",
1915,Person/Thing,Agriculture and vegetation,An evergreen coniferous tree of the genus Abies.,FIR,,,,,,,,,TRUE,,,TRUE,"['تنوب', 'شوح']",['Fir'],['izei'],['Abies'],"['Abies', 'bredh']","['Abies', 'सनोबर']",['пихта'],"['Abies', 'abeto', 'abetos', 'pinabete']","['Abies', 'mberoshi']",['göknar'],"['Jegenyefenyő', 'fenyő']","['Abies', 'ต้นเฟอร์']",
1924,Person/Thing,The body,A blood vessel that transports blood from the capillaries back to the heart.,VEIN,,,,,,,TRUE,,,,,TRUE,"['عرق', 'وريد']",[],['zain'],['நரம்பு'],['damar'],[],['вена'],['vena'],['mshipa'],['damar'],['ér'],[],
1925,Person/Thing,The body,A blood vessel transporting blood away from the heart.,ARTERY,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],['धमनी'],['артерия'],['arteria'],[],['arter'],[],[],
1927,Person/Thing,Agriculture and vegetation,"A group of woody perennial evergreen plants in the true grass family Poaceae, subfamily Bambusoideae, tribe Bambuseae.",BAMBOO,,,,,,,,,TRUE,,,TRUE,['خيزران'],[],['banbu'],['மூங்கில்'],['Bambuja'],"['बाँस', 'बामबूसोईडी']","['Бамбук', 'Бамбуковые', 'бамбук']","['Bambuseae', 'Bambusoideae', 'bambú']",['Mwanzi'],['Bambu'],['Bambuszformák'],"['ต้นไผ่', 'ไผ่']",
1930,Person/Thing,The physical world,A deep narrow valley or gorge in the earth's surface worn by running water.,RAVINE,,,,,,,,TRUE,,,,TRUE,['إفجيج'],['jurang'],"['arroila', 'zintzur']",[],[],[],"['ложби́на', 'лощи́на', 'овра́г', 'промо́ина', 'ущелье']","['barranco', 'cañada', 'quebrada', 'torrente']",[],"['Yarık', 'kanyon', 'vadi']",[],['เหว'],
1935,Person/Thing,The body,"The lower opening of the digestive tract, through which faeces pass.",ANUS,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],['ano'],[],"['anus', 'makat']",[],[],
1936,Person/Thing,Animals,The common name for 41 species of even-toed ungulates that compose the family Cervidae in the order Artiodactyla; males have antlers.,DEER,,,,,,,,,,TRUE,,TRUE,['أيّل'],['kijang'],['orein'],['மான்'],[],['हरिण'],['олень'],"['ciervo', 'venado']",['kulungu'],['geyik'],['őz'],['กวาง'],
1950,Person/Thing,Agriculture and vegetation,"Any tree of the genus Fagus, of temperate regions, having a smooth gray bark and bearing small, edible, triangular nuts.",BEECH,,,,,,,,,,TRUE,,TRUE,"['زان', 'زَان', 'مُرَّان']",[],['pago'],[],"['Ahu', 'ah']",[],['бук'],"['fagus', 'haya', 'madera de haya', 'pellín']",['mfune'],['kayın'],"['Bükk', 'bükk']","['ต้นบีช', 'ต้นไม้จำพวกมะเดื่อ']",
1957,Person/Thing,The body,Enlargement of the thyroid gland.,GOITER,,,,,,,TRUE,,,,,TRUE,['تورم درقي'],['gondok'],['golo'],[],[],[],[],['bocio'],[],['guatr'],['golyva'],[],
1960,Person/Thing,Agriculture and vegetation,"A composite plant, Centaurea cyanus, having narrow leaves and blue flower heads.",CORNFLOWER,,,,,,,,,TRUE,,,TRUE,[],[],[],[],[],[],[],"['aciano', 'azulejo']",[],[],[],['ต้นสตรอว์ฟลาวเวอร์'],
1965,Person/Thing,Clothing and grooming,A cloth worn to cover the loins.,LOINCLOTH,,,TRUE,,,,,,,,,TRUE,[],[],[],['அரைத்துணி'],[],[],[],['taparrabo'],[],[],[],[],
1972,Person/Thing,Animals,A young goat.,KID,,,,,,,,,,TRUE,,TRUE,[],[],[],['குழந்தை'],[],[],['козлёнок'],['cabrito'],[],[],[],['ลูกแพะ'],
1974,Person/Thing,Animals,"Any of various flattened, wormlike arthropods of the class Chilopoda, whose bodies are divided into many segments, each with one pair of legs.",CENTIPEDE,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],['ciempiés'],[],[],[],[],
1982,Person/Thing,The physical world,A rapidly rotating body of water.,WHIRLPOOL,,,,,,,,TRUE,,,,TRUE,[],[],[],['நீர்ச்சுழி'],[],[],['водоворот'],"['remolino', 'vórtice']",[],['anafor'],[],"['กระแสวน', 'น้ำวน']",
1984,Person/Thing,Kinship,The brother of someone’s mother.,MOTHER'S BROTHER,TRUE,,,,,,,,,,,TRUE,[],[],[],[],[],[],[],[],[],[],[],[],
1985,Person/Thing,Kinship,The brother of one’s father.,PATERNAL UNCLE (FATHER'S BROTHER),TRUE,,,,,,,,,,,TRUE,['عم'],[],[],[],[],[],[],['tío paterno'],[],['amca'],['nagybácsi'],[],
1988,Person/Thing,Agriculture and vegetation,"A member of the genus Ribes in the gooseberry family Grossulariaceae, native to parts of western Europe (France, Belgium, Netherlands, Germany, and northern Italy). It is a deciduous shrub normally growing to 1-1.5 m tall, occasionally 2 m, with five-lobed leaves arranged spirally on the stems.",RIBES,,,,,,,,,TRUE,,,TRUE,['كشمش أحمر'],[],[],[],[],[],"['кра́сная сморо́дина', 'красная смородина']",['grosellero'],['mtunda bukini mwekundu'],[],[],[],
1989,Person/Thing,Animals,Young cattle.,CALF,,,,,,,,,,TRUE,,TRUE,[],[],[],[],[],[],[],"['becerra', 'becerro', 'novillo', 'ternera', 'ternero']",[],[],['borjú'],[],
1991,Person/Thing,The body,The alimentary canal of an animal or human through which food passes after having passed all stomachs.,INTESTINES,,,,,,,TRUE,,,,,TRUE,['أمعاء'],[],[],[],[],[],['кишка'],['intestino'],[],['bağırsak'],['bél'],[],
1994,Person/Thing,The body,Bone linking the scapula and sternum.,COLLARBONE,,,,,,,TRUE,,,,,TRUE,[],[],[],[],[],[],[],['clavícula'],[],"['azm-i terkova', 'klavikula', 'köprücük kemiği']",[],"['กระดูกไหปลาร้า', 'พระรากขวัญ', 'ไหปลาร้า']",
2005,Person/Thing,Clothing and grooming,"A cover, or partial cover, for the face, used for disguise or protection.",MASK,,,TRUE,,,,,,,,,TRUE,[],[],[],['முகமூடி'],[],[],[],['máscara'],[],[],[],"['หน้ากาก', 'แมสก์']",
2009,Person/Thing,Animals,"A common four-legged animal, especially kept by people as a pet or to hunt or guard things.",DOG,,,,,,,,,,TRUE,,TRUE,['كلب'],['anjing'],['txakur'],['நாய்'],[],['कुत्ता'],"['собака', 'фруфру']","['can', 'canino', 'perra', 'perro']",['mbwa'],['köpek'],"['eb', 'kutya']",['สุนัข'],
2012,Person/Thing,Clothing and grooming,The part of a garment that encircles the neck.,COLLAR,,,TRUE,,,,,,,,,TRUE,['ياقة'],['kerah'],[],[],['jakë'],[],"['ворот', 'воротник']",['cuello'],[],['yaka'],['gallér'],[],
2016,Person/Thing,Emotions and values,"A jealous feeling, disposition, state, or mood.",JEALOUSY,,,,,,TRUE,,,,,,TRUE,[],[],[],['பொறாமை'],[],[],[],"['celos', 'envidia']",[],[],[],[],
2025,Person/Thing,Food and drink,An annual plant originally from the Mediterranean basin and the Near East.,PEA,,,,,,,,,TRUE,,,TRUE,['بازلاء'],[],[],[],[],['मटर'],[],"['arveja', 'chícharo', 'guisante']",[],[],[],"['ถั่ว', 'ถั่วลันเตา']",
