"ontological_category","semanticfield","id","description","name","Kinship","Number","Clothing","Speech","Time","Emotion","Body","physGeo","Plant","Animal","notes","included"
"","",0,"Set of all concepts not yet mapped to a meaningful concept set","<NA>",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",1,"Deserving of contempt or scorn.","CONTEMPTIBLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",2,"Any kind of solid material divided in particles of very small size.","DUST",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",3,"Having or characterized by courage.","BRAVE",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"yes bc you feel it in your head",TRUE
"Person/Thing","The house",4,"An area wholly or partly surrounded by walls or buildings.","COURTYARD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",5,"An antelope of the genus Gazella mostly native to Africa and capable of running at high speeds for long periods.","GAZELLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Person/Thing","The physical world",6,"The violent shaking of the ground produced by deep seismic waves, originating from the epicentre.","EARTHQUAKE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Spatial relations",7,"To collect or gather (e.g. work, magazines, etc.).","GATHER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Religion and belief",8,"To imprecate evil or misfortune upon someone or something, usually by means of a prayer or implication.","CURSE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Speech and language",9,"To make known by stating or announcing.","ANNOUNCE",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","The physical world",10,"Wood intended to be burned.","FIREWOOD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",11,"Absence of light.","DARKNESS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Time",12,"Time of day when the sun is in its zenith.","MIDDAY",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"blanket yes on subsets of the timeline",TRUE
"Person/Thing","Emotions and values",13,"The act or practice of deceiving.","DECEIT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no b/c effect only",FALSE
"Person/Thing","Motion",14,"A device for joining together a pair of draft animals.","YOKE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",15,"Any of several aquatic, furbearing, weasellike mammals of the genus Lutra, having webbed feet and a long, slightly flattened tail.","OTTER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Person/Thing","Motion",16,"A general term used to refer to a vehicle for transportation on ice or snowy surfaces.","SLED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",17,"A skin flap that can be closed over an eye.","EYELID",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","The body",18,"The lower fleshy part of the human ear.","EARLOBE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Warfare and hunting",19,"A line intended to fasten hooks in when fishing.","FISHING LINE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",20,"A farm tool consisting of a long bent blade attached to a shaft, that is designed for cutting straws of grass or grain from an upright position.","SCYTHE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Sense perception",21,"To try the flavor of something.","TASTE (SOMETHING)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Cognition",22,"To assign for a specific end, use, or purpose; to design or destine.","INTEND",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",23,"Biennial plant from the genus Secale of the family Poaceae, used as a cereal or for forage.","RYE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Action/Process","Religion and belief",24,"To address God or a higher being with praise, thanksgiving, confession or supplication.","PRAY",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Sense perception",25,"Any unclean substance, such as mud, dust, dung etc.","DIRT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",26,"Not to one's liking.","UNPLEASANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",27,"A predominantly mechanical mixture of a variety of individual gases forming the earth's enveloping atmosphere.","AIR",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",28,"To make moist.","MOISTEN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Animals",29,"To remove the testicles (and sometimes penis) of a male animal or to render the testicles nonfunctional.","GELD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Motion",30,"Force to go away.","DISPEL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",31,"Cooking utensil relatively flat, having a handle, used to cook food such as meat, vegetables or eggs, usually in oil or butter.","PAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",32,"A yellowish, waxlike secretion from certain glands in the external auditory canal.","EARWAX",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",33,"Any of numerous plants having stinging hairs that cause skin irritation on contact (especially of the genus Urtica or family Urticaceae). [B:33]","NETTLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","The house",34,"A contiguous set of steps connecting two floors.","STAIRS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",35,"A tropical tree, native to Africa, including Sudan and parts of the Madagascar dry deciduous forests.","TAMARIND",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Person/Thing","The body",36,"Dense, coarse hair that grows on the male and female genital area beginning in puberty.","PUBIC HAIR",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Social and political relations",37,"To set free from the power of another.","LIBERATE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Basic actions and technology",38,"To spread out or open from a closed or folded state.","SPREAD OUT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",39,"Full of or characterized by enthusiasm.","KEEN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"yes bc you feel it in your head",TRUE
"Person/Thing","Emotions and values",40,"A feeling of discontent or covetousness with regard to another's advantages, success, possessions, etc.","ENVY",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Cognition",41,"To be ignorant of or in the dark about.","IGNORE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Sense perception",42,"Having a bad smell.","STINKING",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Motion",43,"To guide by moving in front.","LEAD (GUIDE)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The body",44,"To cause physical harm to a living creature.","INJURE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",45,"Intending to harm or being/acting ethically wrong.","EVIL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc cant be felt",FALSE
"Action/Process","Basic actions and technology",46,"To make a hole in something.","HOLLOW OUT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",47,"Waste matter, such as sweat, urine, or faeces, discharged from the body.","EXCRETA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Speech and language",48,"To stop speaking or making noise.","BE SILENT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"not communicatve",FALSE
"Action/Process","Speech and language",49,"To not do what is being asked.","REFUSE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Modern world",50,"A playing card marked with the figure of a servant or soldier.","JACK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",51,"An injured, infected, inflamed or diseased patch of skin.","SORE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The body",52,"To shake nervously, as if from fear.","SHIVER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Religion and belief",53,"A spiritual entity that is not as powerful as a deity.","SPIRIT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The physical world",54,"To decrease in size, range, or extent.","SHRINK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Speech and language",55,"To speak in a quiet voice, without vibration of the vocal cords.","WHISPER",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Emotions and values",56,"An undesirable event such as an accident.","BAD LUCK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Spatial relations",57,"To be situated on something.","ATOP",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","The physical world",58,"Existing as or having characteristics of a liquid.","LIQUID",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Modern world",59,"A general term used for all phenomena caused by electric charge whether static or in motion.","ELECTRICITY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",60,"A species of grass (Avena sativa) grown for its seed.","OAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Action/Process","Cognition",61,"To encourage into action; to cause to act in a specified manner.","INDUCE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","The physical world",62,"The way in which something is positioned vis-à-vis its surroundings.","BE SITUATED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Speech and language",63,"A piece of information of questionable accuracy, from no known reliable source, usually spread by word of mouth.","RUMOUR",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes bc a thing you say",TRUE
"Person/Thing","Clothing and grooming",64,"A small device, made (usually) of drawn-out steel wire with one end sharpened and the other flattened or rounded into a head, used for fastening.","PIN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Warfare and hunting",65,"The act of concealing yourself and lying in wait to attack by surprise.","AMBUSH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Motion",66,"To go down on one or both knees.","KNEEL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The physical world",67,"A small, glowing piece of coal or wood, as in a dying fire.","EMBERS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Clothing and grooming",68,"A marking made by inserting ink into the layers of skin to change the pigment permanently for decorative or other reasons.","TATTOO",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"decided yes, same reason as scar",TRUE
"Property","Food and drink",69,"Not under the influence of alcohol or other drugs.","SOBER",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"yes bc you feel it in your head",TRUE
"Property","Sense perception",70,"(Of water) Salty or slightly salty, as a mixture of fresh and sea water.","BRACKISH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Cognition",71,"Completely and faithfully, refering to something that has been learnt and memorized.","BY HEART",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",72,"The hard, keratin part growing at the feet of animals.","CLAW",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",73,"External anatomical structure of birds which is used for taking food and for eating.","BEAK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",74,"A young dog.","PUPPY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Action/Process","Social and political relations",75,"To make a person morally inferior.","DISGRACE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Kinship",76,"A male juvenile between the onset of puberty and maturity; in the state of development between puberty and maturity.","YOUNG MAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Kinship",77,"A female juvenile between the onset of puberty and maturity; in the state of development between puberty and maturity.","YOUNG WOMAN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Miscellaneous function words",78,"The indicated object, item, etc. distant from the speaker.","THAT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Warfare and hunting",79,"To cause extensive destruction or ruin utterly.","WASTE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The house",80,"The frame that supports a door.","DOORPOST",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Spatial relations",81,"A linear unit of measurement, equal to 6 feet, for water depth.","FATHOM",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Emotions and values",82,"Belligerence aroused by a real or supposed wrong (personified as one of the deadly sins).","ANGER",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Speech and language",83,"To tell not to do something.","FORBID",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes bc it is a thing you say",TRUE
"Other","Time",84,"Only a very short time before.","JUST",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Possession",85,"To transfer a good to the person or people it came from, or to their legal successors.","GIVE BACK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Food and drink",86,"To separate solids from each other by passing through a sieve or other straining device.","SIEVE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","The body",87,"Directed to one side with or as if with doubt or suspicion (used especially of glances).","SQUINT-EYED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",88,"A structure that provides a natural habitation for bees; as in a hollow tree.","BEEHIVE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Social and political relations",89,"One’s country of birth.","NATIVE COUNTRY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Law",90,"Not guilty.","INNOCENT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc cant be felt",FALSE
"Property","Emotions and values",91,"Unrestrained by convention or propriety.","INSOLENT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Social and political relations",92,"To hinder or prevent (the efforts, plans, or desires) of.","SPOIL (SOMEBODY OR SOMETHING)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Food and drink",93,"To draw milk from (a mammal, especially a cow).","DRAW MILK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Miscellaneous function words",94,"Making progress, but slowly.","GRADUALLY",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes bc duration",TRUE
"Person/Thing","Animals",95,"A tiny flying insect from one of several species in the Nematocera suborder, including the families Mycetophilidae, Anisopodidae and Sciaridae.","SANDFLY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Action/Process","Motion",96,"To move using ones hands and knees.","CRAWL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Miscellaneous function words",97,"From one side of an opening to the other.","THROUGH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Quantity",98,"The totality of.","ALL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",99,"A person whose back is hunched because of abnormal curvature of the upper spine.","HUNCHBACK",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Emotions and values",100,"Steadfast in affection.","FAITHFUL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc not a state",FALSE
"Action/Process","Speech and language",101,"To show off.","BOAST",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc not tend to be languagey",FALSE
"Person/Thing","The body",102,"A contagious, viral infectious disease of the upper respiratory system; common symptoms include cough, sore throat, runny nose, nasal congestion and sneezing.","COMMON COLD (DISEASE)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The body",103,"To have sexual intercourse outside of marriage, especially with varying partners.","FORNICATE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The physical world",104,"To fall from the clouds in form of ball or lumps of ice.","HAILING",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Modern world",105,"A pad on which a person can recline and sleep.","MATTRESS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Food and drink",106,"Having eaten enough.","SATIATED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc not a mental state",FALSE
"Person/Thing","Religion and belief",107,"A sign that is supposed to reveal whether the future will be favourable or not.","OMEN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Motion",108,"An underwater vane used to steer a vessel. The rudder is controlled by means of a wheel, tiller or other apparatus.","RUDDER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Property","Cognition",109,"Not belonging to that in which it is contained; introduced from an outside source.","FOREIGN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Modern world",110,"A machine in which power is applied to do work by the conversion of various forms of energy into mechanical force and motion.","MOTOR",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Motion",111,"To produce sound with a drum.","DRUMMING",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Animals",112,"A reptile of the order Testudines (the crown group of the superorder Chelonia), characterised by a special bony or cartilaginous shell developed from their ribs that acts as a shield.","TURTLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Person/Thing","The physical world",113,"The margin or shore of a river, lake, or ocean.","SHORE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"",TRUE
"Person/Thing","Animals",114,"A short-snouted genus of the dolphin family, 1.2 to 2.5 metres (4 to 8 feet) long, gregarious in habits, yielding an oil and leather.","PORPOISE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"",TRUE
"Person/Thing","Possession",115,"Someone who spends money prodigiously and who is extravagant and recklessly wasteful.","PROFLIGATE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Agriculture and vegetation",116,"A coniferous  tree, of genus Larix, having deciduous leaves.","LARCH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"",TRUE
"Action/Process","Cognition",117,"To follow as a model or a pattern.","IMITATE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Religion and belief",118,"To cast a spell on someone or something.","BEWITCH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no bc effect only, not usually languagey",FALSE
"Action/Process","Motion",119,"To swim under water.","DIVE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",120,"A container shaped like a vase with a handle and a spout used to serve liquids.","PITCHER",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Clothing and grooming",121,"To make (yarn) by drawing out, twisting, and winding fibers.","SPIN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Motion",122,"A two-wheeled vehicle, commonly without springs, drawn by mules, oxen, or the like, used for the conveyance of heavy goods.","CART",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",123,"The part of the face between the hairline and the eyebrows.","FOREHEAD",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"",TRUE
"Person/Thing","Agriculture and vegetation",124,"A sharp and hard structure that grows on a plant.","THORN",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","The body",125,"A fluid that is secreted by sweat glands in the skin in order to regulate body temperature.","SWEAT (SUBSTANCE)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The body",126,"To secrete sweat.","SWEAT (PERSPIRE)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","The physical world",127,"To make something stop burning.","EXTINGUISH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Speech and language",128,"To speak unintelligibly and without articulating.","MUMBLE",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",TRUE
"Action/Process","Food and drink",129,"To squeeze the neck in order to compress the carotide and/or trachea, possibly leading to unconsciousness or death.","CHOKE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Other","Possession",130,"Without cost.","GRATIS (OF CHARGE)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Social and political relations",131,"Manifestation of collective joy, lasting longer than a few minutes.","FESTIVAL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Food and drink",132,"A liquid food accompanying a dish.","SAUCE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Action/Process","Clothing and grooming",133,"To create a fabric by interlacing threads.","WEAVE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
"Person/Thing","Emotions and values",134,"Responsibility for a wrong act done deliberately or a good act omitted deliberately.","FAULT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",FALSE
